,name,sqft,sqm,psf,location,amenities,amenities_count,price
2104,Industrial Office in Pan Malayan Warehouse,15264,"1,418.07",341,Paya Lebar (D14),"['Bath room', 'Column free', 'Broadband', 'Reception services', 'Cctv', 'Car park', '24 hr access', 'Large floor plate']",8,5200000
2105,Industrial Office in Pan Malayan Warehouse,7675,713.03,339,Paya Lebar (D14),"['Bath room', 'Column free', 'Large floor plate', 'Broadband', 'Reception services', 'Cctv', 'Car park', '24 hr access']",8,2600000
2106,Industrial Office in Sindo Industrial Estate,50888,"4,727.65",825,Upper Thomson (D26),"['Bath room', 'Column free', 'Broadband', 'Grease trap', 'Cctv', 'Car park', '24 hr access', 'Large floor plate']",8,42000000
2107,Office in Eon Shenton,1700,157.94,3876,Tanjong Pagar (D2),"['Cctv', '24 hr access']",2,6588888
2108,Factory in One Commonwealth,1421,132.02,502,Commonwealth (D3),[],0,713342
2109,Factory in Harper Point,3438,319.4,3283,Potong Pasir (D13),[],0,11288000
2110,Retail in 35 Lorong 11 Geylang,3200,297.29,1813,Paya Lebar (D14),[],0,5800000
2111,Factory in Hillview Building,2486,230.96,655,Choa Chu Kang (D23),[],0,1628000
2112,Retail in Roxy Square,409,38,3640,Marine Parade (D15),"['Air conditioning', 'Car park']",2,1488888
2113,Shophouse in Boon Lay Shopping Centre,5318,494.06,1952,Tuas (D22),[],0,10380000
2114,Shophouse in 571 Balestier Road,1780,165.37,1624,Toa Payoh (D12),[],0,2890000
2115,Factory in The Westcom,3068,285.03,293,Tuas (D22),[],0,900000
2116,Retail in Junction Nine,624,57.97,3659,Yishun (D27),[],0,2282999
2117,Retail in Riverfront Residences,603,56.02,2784,Sengkang (D19),[],0,1678800
2118,Factory in Biztech Centre,947,87.98,950,Paya Lebar (D14),[],0,899650
2119,Shophouse in Arab Street,2000,185.81,3250,Rochor (D7),[],0,6500000
2120,Factory in Biztech Centre,969,90.02,950,Paya Lebar (D14),[],0,920550
2121,Retail in Junction Nine,452,41.99,3097,Yishun (D27),[],0,1400000
2122,Factory in 7 Mandai Estate,1701,158.03,1274,Woodlands (D25),[],0,2167000
2123,Retail in Junction Nine,301,27.96,4983,Yishun (D27),[],0,1500000
2124,Factory in Oxley Bizhub,990,91.97,657,Paya Lebar (D14),[],0,650000
2125,Shophouse in Arab Street,2000,185.81,2400,Rochor (D7),[],0,4800000
2126,Shophouse in Hindoo Road,13970,"1,297.85",1689,Serangoon Rd (D8),[],0,23600000
2127,Factory in Woodlands Industrial Park E1,1300,120.77,338,Yishun (D27),[],0,440000
2128,Land with Building in Kent Ridge Hill Residences,2067,192.03,1455,Clementi (D5),"['Air conditioning', 'Bath room']",2,3008000
2129,Factory in Loyang Industrial Estate,15338,"1,424.95",469,Changi Village (D17),"['Air conditioning', 'Car park', 'Pantry', 'Meeting rooms']",4,7200000
2130,Retail in Queensway Shopping Centre/Queensway Tower,250,23.23,7280,Commonwealth (D3),[],0,1820000
2131,Retail in The Midtown,785,72.93,3312,Sengkang (D19),['Grease trap'],1,2600000
2132,Office in Plus,624,57.97,3654,Marina (D1),[],0,2280000
2133,Retail in Hougang Green Shopping Mall,452,41.99,3429,Sengkang (D19),"['24 hr access', 'Car park']",2,1550000
2134,Retail in The Bencoolen,151,14.03,5960,Rochor (D7),[],0,900000
2135,Dormitory in Tannery Road,10261,953.28,1061,Potong Pasir (D13),[],0,10888000
2136,Retail in JadeScape,495,45.99,3200,Thomson (D20),[],0,1584000
2137,Retail in JadeScape,603,56.02,3200,Thomson (D20),[],0,1929600
2138,Retail in Oxley Tower,215,19.97,6884,Marina (D1),"['Air conditioning', '24 hr access', 'Car park']",3,1480000
2139,Factory in The Alexcier,1227,113.99,465,Commonwealth (D3),[],0,570000
2140,Factory in E9 Premium,3002,278.89,416,Yishun (D27),[],0,1250000
2141,Retail in Katong Shopping Centre,323,30.01,4489,Marine Parade (D15),[],0,1450000
2142,Shophouse in Normanton Park,463,43.01,4250,Clementi (D5),"['Cctv', 'Bath room', 'Security access', 'Car park', '24 hr access']",5,1967750
2143,Retail in 1953,700,65.03,3450,Serangoon Rd (D8),"['Bath room', '24 hr access']",2,2415000
2144,Retail in Twin VEW,549,51,3000,Clementi (D5),"['Column free', 'Bath room', 'Security access', '24 hr access']",4,1647000
2145,Office in Woods Square,560,52.03,1786,Woodlands (D25),"['Column free', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Security access', 'Air conditioning']",7,1000000
2146,Office in Eon Shenton,1765,163.97,2266,Tanjong Pagar (D2),[],0,4000000
2147,Office in Eon Shenton,3530,327.95,2550,Tanjong Pagar (D2),[],0,9000000
2148,Retail in Oxley Tower,194,18.02,6082,Marina (D1),[],0,1180000
2149,Office in Centropod @ Changi,689,64.01,1858,Paya Lebar (D14),"['Column free', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Security access', 'Air conditioning', 'Water trap']",8,1280000
2150,Factory in Eunos Techpark,1324,123,438,Paya Lebar (D14),"['Loading bay', 'Column free', 'Air conditioning', 'Large floor plate', 'Meeting rooms']",5,580000
2151,Food & Beverage in Oxley Tower,3025,281.03,3636,Marina (D1),[],0,11000000
2152,Shophouse in Icon @ Pasir Panjang,721,66.98,4827,Clementi (D5),[],0,3480000
2153,Shophouse in Icon @ Pasir Panjang,1076,99.96,1840,Clementi (D5),[],0,1980000
2154,Factory in 7 Mandai Estate,1701,158.03,1274,Woodlands (D25),['24 hr access'],1,2167000
2155,Office in Plus,624,57.97,3187,Marina (D1),[],0,1988888
2156,Retail in Katong Shopping Centre,333,30.94,3754,Marine Parade (D15),[],0,1250000
2157,Retail in 415 Pandan Gardens,650,60.39,1847,Tuas (D22),[],0,1200413
2158,Office in 318 Lavender Street,4725,438.97,1740,Toa Payoh (D12),[],0,8222000
2159,Factory in Apex @ Henderson,2723,252.97,837,Commonwealth (D3),[],0,2280000
2160,Factory in Heng Loong Building,1923,178.65,325,Choa Chu Kang (D23),[],0,625000
2161,Industrial Office in Wcega Tower,958,89,485,Choa Chu Kang (D23),"['Column free', 'Car park', 'Pantry', '24 hr access', 'Meeting rooms', 'Air conditioning']",6,465000
2162,Food & Beverage in Citrine Foodland,1765,163.97,1700,Sengkang (D19),[],0,3000000
2163,Office in Paya Lebar Square,516,47.94,2093,Paya Lebar (D14),[],0,1080000
2164,Industrial Office in Tradehub 21,1798,167.04,495,Tuas (D22),"['Air conditioning', '24 hr access', 'Pantry', 'Car park']",4,890000
2165,Shophouse in Clementi Avenue 2 Shopping Centre,1610,149.57,1118,Clementi (D5),['Car park'],1,1800000
2166,Shophouse in 509 Bedok North Street 3,1630,151.43,1221,Upper East Coast (D16),['Air conditioning'],1,1990000
2167,Retail in Peninsula Plaza,400,37.16,2422,Clarke Quay (D6),[],0,968888
2168,Factory in Gold Pine Industrial Building,1894,175.96,676,Potong Pasir (D13),[],0,1280000
2169,Land only in Normanton Park,2110,196.03,1493,Clementi (D5),"['Bath room', 'Cctv', 'Car park', '24 hr access', 'Air conditioning', 'Kitchen']",6,3150000
2170,Factory in Eunos Technolink,2830,262.92,406,Paya Lebar (D14),[],0,1150000
2171,Retail in One Dusun Residences,187,17.37,4011,Toa Payoh (D12),[],0,750000
2172,Retail in People's Park Complex,904,83.98,6542,Marina (D1),[],0,5913999
2173,Retail in People's Park Complex,452,41.99,6542,Marina (D1),[],0,2956999
2174,Office in The Central,929,86.31,2261,Marina (D1),[],0,2100000
2175,Shophouse in Novelty Bizcentre,1864,173.17,966,Potong Pasir (D13),[],0,1800000
2176,Factory in Kaki Bukit Industrial Park,4525,420.39,667,Paya Lebar (D14),[],0,3020000
2177,Factory in Proxima@Gambas,1776,165,236,Yishun (D27),[],0,420000
2178,Factory in Khong Guan Biscuit Factory,2467,229.19,1419,Potong Pasir (D13),"['Loading bay', 'Security access', 'Grease trap', 'Cctv', '24 hr access', 'Water trap', 'Kitchen']",7,3500000
2179,Retail in Sim Lim Square,409,38,3178,Rochor (D7),"['Air conditioning', 'Loading bay', 'Car park', 'Large floor plate', 'Chilled water supply']",5,1300000
2180,Shophouse in Clementi Avenue 2 Shopping Centre,1615,150.04,1176,Clementi (D5),[],0,1900000
2181,Shophouse in Tanjong Pagar Plaza,610,56.67,3033,Tanjong Pagar (D2),[],0,1850000
2182,Retail in East Village,215,19.97,3814,Upper East Coast (D16),[],0,820000
2183,Retail in HDB-Bukit Merah,1485,137.96,1111,Telok Blangah (D4),"['Air conditioning', 'Bath room']",2,1650000
2184,Retail in 14 Stanley Street,3481,323.4,4826,Marina (D1),[],0,16800000
2185,Retail in New Bridge Road,4000,371.61,1500,Marina (D1),[],0,6000000
2186,General Industrial in The Spire,1658,154.03,452,Choa Chu Kang (D23),"['Handicap friendly', 'Security access', 'Broadband', 'Cctv', 'Car park', '24 hr access', 'Air conditioning']",7,750000
2187,Retail in Thomson V One,743,69.03,2692,Thomson (D20),"['Loading bay', 'Handicap friendly', 'Column free', 'Grease trap', '24 hr access', 'Large floor plate', 'Water trap', 'Kitchen']",8,1999888
2188,Retail in Thomson V Two,174,16.17,2874,Thomson (D20),"['Handicap friendly', 'Water trap', 'Column free', '24 hr access', 'Large floor plate']",5,500000
2189,Retail in The Plaza,1108,102.94,1760,Rochor (D7),"['Air conditioning', 'Column free', '24 hr access', 'Pantry', 'Car park']",5,1950000
2190,Retail in Peninsula Plaza,581,53.98,5164,Clarke Quay (D6),[],0,3000000
2191,Office in One North Bridge / High Street Centre,549,51,2277,Clarke Quay (D6),[],0,1250000
2192,Retail in One North Bridge / High Street Centre,344,31.96,2180,Clarke Quay (D6),[],0,750000
2193,Retail in One North Bridge / High Street Centre,377,35.02,1745,Clarke Quay (D6),[],0,658000
2194,Retail in Peninsula Plaza,398,36.98,2400,Clarke Quay (D6),[],0,955200
2195,Retail in One North Bridge / High Street Centre,377,35.02,1724,Clarke Quay (D6),[],0,650000
2196,Retail in Peninsula Plaza,431,40.04,2320,Clarke Quay (D6),[],0,1000000
2197,Retail in One North Bridge / High Street Centre,625,58.06,1696,Clarke Quay (D6),[],0,1060000
2198,Retail in Peninsula Plaza,431,40.04,2320,Clarke Quay (D6),[],0,1000000
2199,General Industrial in Westlink Two,3369,312.99,341,Tuas (D22),[],0,1150000
2200,General Industrial in Eco-Tech @ Sunview,2605,242.01,184,Tuas (D22),"['Column free', 'Air conditioning', 'Loading bay', 'Car park']",4,480000
2201,Shophouse in Little India Conservation Area,3200,297.29,1875,Serangoon Rd (D8),[],0,6000000
2202,Factory in Unity Centre,4400,408.77,341,Choa Chu Kang (D23),[],0,1500113
2203,Factory in Unity Centre,1151,106.93,389,Choa Chu Kang (D23),[],0,448113
2204,Land only in Cashew Road,3047,283.08,1823,Choa Chu Kang (D23),[],0,5554403
2205,Office in Woods Square,560,52.03,2066,Woodlands (D25),['24 hr access'],1,1157000
2206,Retail in Singapore Business Federation Center,689,64.01,4064,Marina (D1),"['Air conditioning', 'Car park', '24 hr access']",3,2800000
2207,Food & Beverage in Space 21,1701,158.03,3527,Paya Lebar (D14),[],0,6000000
2208,Factory in Tagore Industrial Avenue,45000,"4,180.64",933,Upper Thomson (D26),[],0,42000000
2209,Shophouse in City Gate,893,82.96,3527,Rochor (D7),[],0,3149611
2210,Shophouse in City Gate,463,43.01,3674,Rochor (D7),[],0,1701000
2211,Shophouse in City Gate,592,55,3152,Rochor (D7),[],0,1866000
2212,Shophouse in City Gate,1808,167.97,4571,Rochor (D7),[],0,8265000
2213,Retail in Singapore Business Federation Center,689,64.01,4064,Marina (D1),"['Air conditioning', 'Car park', '24 hr access']",3,2800000
2214,General Industrial in One Commonwealth,1194,110.93,469,Commonwealth (D3),[],0,559986
2215,Shophouse in HDB-Bukit Merah,3680,341.88,1300,Commonwealth (D3),[],0,4784000
2216,Food & Beverage in Alexandra Central,442,41.06,7014,Commonwealth (D3),[],0,3100000
2217,Shophouse in Stars Of Kovan,441,40.97,5556,Sengkang (D19),"['Air conditioning', 'Grease trap', '24 hr access', 'Car park']",4,2450000
2218,General Industrial in Link @ AMK,2153,200.02,673,Thomson (D20),"['Air conditioning', 'Car park']",2,1450000
2219,Retail in Sim Lim Square,301,27.96,5482,Rochor (D7),[],0,1650000
2220,Shophouse in 4 Jalan Ayer,3800,353.03,1632,Paya Lebar (D14),"['Bath room', 'Handicap friendly', 'Security access', 'Cctv', 'Pantry', '24 hr access', 'Air conditioning', 'Water trap']",8,6200000
2221,Office in The Plaza,312,28.99,1683,Rochor (D7),[],0,525000
2222,Office in The Plaza,721,66.98,1620,Rochor (D7),[],0,1168000
2223,Factory in Premier @ Kaki Bukit,3078,285.96,302,Paya Lebar (D14),[],0,929999
2224,Food & Beverage in Gemini @ Sims,667,61.97,2069,Paya Lebar (D14),[],0,1380000
2225,Food & Beverage in City Gate,560,52.03,5000,Rochor (D7),[],0,2800000
2226,Factory in Cendex Centre,1539,142.98,747,Commonwealth (D3),[],0,1150000
2227,Retail in Concorde Hotel And Shopping Mall,377,35.02,3660,River Valley (D9),[],0,1380000
2228,Office in Goldhill Plaza,1216,112.97,2467,Novena (D11),[],0,3000000
2229,Factory in West Star,2185,202.99,274,Tuas (D22),"['Loading bay', 'Security access', 'Bath room', 'Column free', '24 hr access']",5,599000
2230,Retail in Bayshore Park,624,57.97,2324,Upper East Coast (D16),"['Bath room', 'Security access', 'Car park', '24 hr access', 'Air conditioning', 'Kitchen']",6,1450000
2231,Office in Suntec City Towers,4000,371.61,2920,Marina (D1),"['Loading bay', 'Security access', 'Air conditioning', 'Large floor plate']",4,11680000
2232,Office in Parklane Shopping Mall,500,46.45,1500,Rochor (D7),"['Air conditioning', 'Column free', 'Loading bay']",3,750000
2233,Shophouse in Boon Keng Ville,1313,121.98,1523,Paya Lebar (D14),[],0,2000000
2234,Retail in Queensway Shopping Centre/Queensway Tower,250,23.23,7400,Commonwealth (D3),[],0,1850000
2235,Warehouse in Joo Seng Warehouse,3498,324.97,686,Potong Pasir (D13),[],0,2400000
2236,Retail in The Adelphi,301,27.96,3987,Clarke Quay (D6),[],0,1200000
2237,Retail in Bras Basah Complex,6555,608.98,2105,Rochor (D7),"['Cctv', '24 hr access']",2,13800000
2238,Retail in 128 Serangoon North Avenue 1,1410,130.99,1525,Sengkang (D19),[],0,2150000
2239,Retail in Textile Centre,350,32.52,1429,Rochor (D7),"['Air conditioning', 'Column free', '24 hr access', 'Car park']",4,500000
2240,Factory in Kewalram House,2282,212,504,Commonwealth (D3),[],0,1150000
2241,Retail in Pavilion Square,118,10.96,5076,Paya Lebar (D14),[],0,599000
2242,General Industrial in Pan Malayan Warehouse,8257,767.1,303,Paya Lebar (D14),"['Column free', 'Large floor plate', 'Cctv', 'Car park', '24 hr access', 'Server room', 'Meeting rooms', 'Air conditioning']",8,2500000
2243,Office in Textile Centre,602,55.93,1221,Rochor (D7),['Air conditioning'],1,735000
2244,Shophouse in 88 Bedok North Street 4,4596,426.98,276,Upper East Coast (D16),"['Air conditioning', '24 hr access', 'Car park']",3,1268000
2245,Factory in Cendex Centre,1537,142.79,789,Commonwealth (D3),[],0,1213141
2246,Office in Woods Square,560,52.03,1961,Woodlands (D25),"['Bath room', 'Security access', 'Reception services', 'Car park', '24 hr access', 'Large floor plate', 'Meeting rooms', 'Air conditioning']",8,1098000
2247,General Industrial in Win 5,2078,193.05,905,Yishun (D27),[],0,1880000
2248,Office in Plus,624,57.97,3686,Marina (D1),['Air conditioning'],1,2300000
2249,Retail in Centropod @ Changi,172,15.98,2610,Paya Lebar (D14),[],0,448888
2250,Retail in The Midtown,334,31.03,3892,Sengkang (D19),"['Air conditioning', 'Column free']",2,1300000
2251,Shophouse in The Bencoolen,344,31.96,10233,Rochor (D7),[],0,3520000
2252,Shophouse in Kovan City,1603,148.92,1497,Sengkang (D19),[],0,2400000
2253,Retail in Alexis,2164,201.04,4067,Commonwealth (D3),"['Column free', '24 hr access']",2,8800000
2254,Shophouse in Dalhousie Lane,8310,772.02,1264,Serangoon Rd (D8),[],0,10500000
2255,Retail in Singapore Shopping Centre,160,14.86,2000,River Valley (D9),[],0,320000
2256,Retail in Oxley Tower,194,18.02,5149,Marina (D1),[],0,999000
2257,Industrial Office in Mandai Connection,1690,157.01,296,Woodlands (D25),[],0,500000
2258,Retail in Viva Vista,161,14.96,2981,Clementi (D5),[],0,480000
2259,Office in 261 Waterloo Street,549,51,583,Rochor (D7),[],0,320000
2260,Shop in Peninsula Shopping Complex,1465,136.1,2321,Clarke Quay (D6),[],0,3400000
2261,Retail in City Gate,560,52.03,5000,Rochor (D7),[],0,2800000
2262,Retail in City Gate,560,52.03,4821,Rochor (D7),[],0,2700000
2263,Retail in City Gate,480,44.59,2917,Rochor (D7),[],0,1400000
2264,Food & Beverage in Citrine Foodland,3574,332.04,1044,Sengkang (D19),[],0,3732000
2265,General Industrial in Citrine Foodland,3584,332.96,1041,Sengkang (D19),['24 hr access'],1,3732000
2266,General Industrial in Aljunied Industrial Complex,3067,284.93,750,Paya Lebar (D14),[],0,2300000
2267,Shop in People's Park Centre,463,43.01,2484,Marina (D1),[],0,1150000
2268,Industrial Office in LW Technocentre,1614,149.95,409,Tuas (D22),"['Column free', 'Meeting rooms']",2,660000
2269,Retail in Bukit Timah Plaza,355,32.98,2701,Upper Bukit Timah (D21),['24 hr access'],1,958855
2270,Shophouse in Eng Kong Park,1500,139.35,5333,Upper Bukit Timah (D21),[],0,8000000
2271,General Industrial in AZ @ Paya Lebar,1485,137.96,1298,Paya Lebar (D14),[],0,1928000
2272,Shophouse in Tanjong Pagar Road,2200,204.39,6000,Tanjong Pagar (D2),['24 hr access'],1,13200000
2273,Warehouse in Joo Seng Warehouse,2110,196.03,663,Potong Pasir (D13),['24 hr access'],1,1399000
2274,Office in Vision Exchange,700,65.03,2400,Tuas (D22),"['Air conditioning', '24 hr access', 'Raised floor']",3,1680000
2275,Factory in Woodlands E-Terrace,7324,680.42,382,Yishun (D27),[],0,2800000
2276,Office in Woods Square,1453,134.99,2019,Woodlands (D25),[],0,2932888
2277,Office in Plus,624,57.97,3205,Marina (D1),[],0,2000000
2278,Factory in Empire Technocentre,1550,144,555,Paya Lebar (D14),"['Bath room', 'Column free', 'Broadband', 'Cctv', 'Car park', 'Pantry', '24 hr access', 'Air conditioning']",8,860000
2279,Factory in Synergy @ KB,1821,169.18,302,Paya Lebar (D14),"['Loading bay', 'Column free', 'Car park', 'Raised floor', '24 hr access', 'Large floor plate']",6,550000
2280,Food & Beverage in Enterprise One,10409,967.03,1523,Paya Lebar (D14),[],0,15852277
2281,Retail in Far East Plaza,269,24.99,4791,River Valley (D9),['Air conditioning'],1,1288888
2282,Office in The Central,635,58.99,2567,Marina (D1),"['Air conditioning', 'Bath room', 'Cctv', '24 hr access']",4,1630000
2283,Factory in 7 Mandai Estate,2863,265.98,1270,Woodlands (D25),['24 hr access'],1,3637000
2284,Retail in Millage,366,34,2973,Paya Lebar (D14),"['Security access', 'Air conditioning', 'Cctv', '24 hr access', 'Car park']",5,1088000
2285,Retail in Bugis Cube,355,32.98,3662,Rochor (D7),[],0,1300000
2286,Shophouse in Eng Kong Terrace,1500,139.35,5333,Upper Bukit Timah (D21),['Car park'],1,8000000
2287,General Industrial in Ruby Industrial Complex,1500,139.35,1867,Potong Pasir (D13),"['Loading bay', 'Car park']",2,2800000
2288,Factory in Yi Xiu Factory Building,1500,139.35,1867,Paya Lebar (D14),"['Loading bay', 'Car park']",2,2800000
2289,Retail in Geylang East,759,70.51,4743,Paya Lebar (D14),"['Loading bay', 'Car park']",2,3600000
2290,Shophouse in Rochdale Road,1830,170.01,4372,Sengkang (D19),['Car park'],1,8000000
